TIMESTAMP;RSSI NO ANTENNA;RSSI ANTENNA PCB;RSSI ANTENNA 3D;AVERAGE NO;AVERAGE PCB;AVERAGE 3D;ORIENTATION_X;ORIENTATION_Y;ORIENTATION_Z;
15:29:50:225;0;-59;0;0;-59;0;2,633;0,050;-0,040;
15:29:50:380;0;0;-58;0;0;-59;2,635;0,050;-0,039;
15:29:50:537;0;-59;0;0;-59;0;2,635;0,050;-0,041;
15:29:50:693;0;0;-59;0;0;-59;2,633;0,050;-0,040;
15:29:51:171;0;-59;0;0;-59;0;2,632;0,049;-0,038;
15:29:51:461;0;-59;0;0;-59;0;2,630;0,049;-0,040;
15:29:51:620;0;0;-59;0;0;-59;2,626;0,048;-0,040;
15:29:51:778;0;-60;0;0;-59;0;2,628;0,049;-0,040;
15:29:51:930;0;0;-59;0;0;-59;2,629;0,050;-0,041;
15:29:52:241;0;0;-60;0;0;-59;2,636;0,050;-0,039;
15:29:52:395;0;-61;0;0;-59;0;2,635;0,051;-0,039;
15:29:52:551;0;0;-60;0;0;-59;2,635;0,050;-0,040;
15:29:52:707;0;-60;0;0;-59;0;2,636;0,050;-0,041;
15:29:52:860;0;0;-59;0;0;-59;2,635;0,051;-0,039;
15:29:53:958;0;-59;0;0;-59;0;2,622;0,050;-0,040;
15:29:54:100;0;0;-60;0;0;-59;2,628;0,049;-0,040;
15:29:54:255;0;-58;0;0;-59;0;2,629;0,049;-0,039;
15:29:54:410;0;0;-60;0;0;-59;2,637;0,050;-0,040;
15:29:54:568;0;-59;0;0;-59;0;2,635;0,049;-0,038;
15:29:54:721;0;0;-59;0;0;-59;2,638;0,050;-0,039;
15:29:54:875;0;-59;0;0;-59;0;2,636;0,049;-0,038;
15:29:55:031;0;0;-60;0;0;-59;2,639;0,049;-0,039;
15:29:55:185;0;-59;0;0;-59;0;2,633;0,047;-0,039;
15:29:55:341;0;0;-59;0;0;-59;2,638;0,053;-0,038;
15:29:55:497;0;-59;0;0;-59;0;2,633;0,050;-0,040;
15:29:55:650;0;0;-59;0;0;-59;2,630;0,048;-0,041;
15:29:56:125;0;-59;0;0;-59;0;2,626;0,049;-0,040;
15:29:56:271;0;0;-59;0;0;-59;2,623;0,049;-0,039;
15:29:56:425;0;-59;0;0;-59;0;2,633;0,049;-0,039;
15:29:56:580;0;0;-58;0;0;-59;2,640;0,049;-0,041;
15:29:56:890;0;0;-59;0;0;-59;2,646;0,050;-0,038;
15:29:57:201;0;0;-59;0;0;-59;2,654;0,050;-0,040;
15:29:57:355;0;-61;0;0;-59;0;2,653;0,052;-0,040;
15:29:57:511;0;0;-63;0;0;-59;2,654;0,051;-0,040;
