COUNTER FLAG;RSSI LEFT_ORIGIN;RSSI MIDDLE_ORIGIN;RSSI RIGHT_ORIGIN;RSSI TRUNK_ORIGIN;RSSI FRONTLEFT_ORIGIN;RSSI FRONTRIGHT_ORIGIN;RSSI REARLEFT_ORIGIN;RSSI REARRIGHT_ORIGIN
387;-84.44954128440367;-88.36697247706422;-79.46788990825688;-81.38532110091744;-82.01834862385321;-85.5137614678899;-80.75229357798165;-61.788990825688074
388;-92.65833333333333;-82.96666666666667;-78.58333333333333;-81.775;-83.95833333333333;-89.0;-74.74166666666666;-59.3
389;-89.4862385321101;-87.41284403669725;-78.13761467889908;-79.44036697247707;-85.01834862385321;-81.66055045871559;-71.98165137614679;-61.14678899082569
390;-92.13157894736842;-81.44736842105263;-85.59649122807018;-76.3859649122807;-86.47368421052632;-75.79824561403508;-73.79824561403508;-65.42105263157895
391;-87.1025641025641;-90.38461538461539;-88.31623931623932;-81.09401709401709;-82.71794871794872;-76.27350427350427;-70.4957264957265;-65.35897435897436
392;-91.3972602739726;-91.06164383561644;-88.71917808219177;-91.82191780821918;-67.93835616438356;-62.863013698630134;-83.23972602739725;-73.52739726027397
393;-92.63207547169812;-90.18867924528301;-84.20754716981132;-85.82075471698113;-69.65094339622641;-66.49056603773585;-83.65094339622641;-70.73584905660377
394;-91.46491228070175;-85.49122807017544;-90.7280701754386;-84.26315789473684;-70.75438596491227;-77.34210526315789;-77.73684210526316;-69.80701754385964
395;-90.37614678899082;-89.55045871559633;-87.88073394495413;-83.38532110091744;-74.21100917431193;-65.45871559633028;-81.5045871559633;-68.21100917431193
396;-93.75206611570248;-86.14049586776859;-89.10743801652893;-85.39669421487604;-71.40495867768595;-63.97520661157025;-80.9090909090909;-65.85123966942149
397;-93.96261682242991;-80.3644859813084;-87.70093457943925;-83.20560747663552;-78.79439252336448;-71.16822429906541;-84.18691588785046;-65.1214953271028
398;-89.34821428571429;-86.92857142857143;-88.53571428571429;-83.79464285714286;-74.59821428571429;-73.82142857142857;-83.36607142857143;-66.23214285714286
399;-86.97391304347826;-94.73913043478261;-79.77391304347826;-89.59130434782608;-80.0695652173913;-66.45217391304348;-76.25217391304348;-66.69565217391305
400;-86.76724137931035;-85.10344827586206;-87.39655172413794;-87.96551724137932;-79.98275862068965;-67.1896551724138;-80.69827586206897;-62.93103448275862
401;-89.08695652173913;-84.52173913043478;-88.15652173913044;-79.91304347826087;-78.2695652173913;-63.99130434782609;-82.66956521739131;-58.791304347826085
402;-79.04587155963303;-80.69724770642202;-77.57798165137615;-88.9908256880734;-82.09174311926606;-63.54128440366973;-79.44954128440367;-62.55045871559633
403;-92.125;-82.04464285714286;-87.70535714285714;-78.73214285714286;-80.32142857142857;-66.60714285714286;-84.41964285714286;-62.0
404;-80.07438016528926;-82.71900826446281;-86.17355371900827;-79.59504132231405;-84.2396694214876;-68.87603305785125;-79.06611570247934;-60.63636363636363
405;-76.78070175438596;-85.09649122807018;-77.53508771929825;-82.7280701754386;-85.25438596491227;-66.52631578947368;-86.67543859649123;-64.25438596491227
406;-75.02678571428571;-82.3125;-74.88392857142857;-72.66964285714286;-78.9375;-66.82142857142857;-81.46428571428571;-63.785714285714285
407;-82.6355140186916;-82.85046728971963;-83.99065420560747;-73.85981308411215;-87.81308411214954;-69.85981308411215;-81.66355140186916;-66.13084112149532
408;-79.99122807017544;-89.78070175438596;-77.5701754385965;-78.54385964912281;-90.99122807017544;-71.48245614035088;-78.79824561403508;-65.05263157894737
409;-82.35087719298245;-85.8859649122807;-81.99122807017544;-76.0;-90.46491228070175;-73.0;-75.50877192982456;-63.36842105263158
410;-88.56896551724138;-85.96551724137932;-82.70689655172414;-77.34482758620689;-84.5603448275862;-75.69827586206897;-72.04310344827586;-63.46551724137931
411;-93.78571428571429;-82.48214285714286;-84.83035714285714;-80.01785714285714;-82.79464285714286;-76.25;-71.14285714285714;-59.982142857142854
412;-93.41025641025641;-90.1880341880342;-86.5042735042735;-82.21367521367522;-84.88034188034187;-72.5042735042735;-70.0;-61.23076923076923
413;-91.6218487394958;-89.36974789915966;-79.36134453781513;-83.14285714285714;-88.54621848739495;-72.31932773109244;-71.67226890756302;-64.27731092436974
414;-87.38167938931298;-83.45801526717557;-81.64885496183206;-84.63358778625954;-88.89312977099236;-74.07633587786259;-73.26717557251908;-65.19847328244275
415;-92.51633986928104;-89.24183006535948;-83.3202614379085;-82.66013071895425;-74.84967320261438;-63.37908496732026;-87.84967320261438;-67.58169934640523
416;-90.85593220338983;-84.13559322033899;-89.12711864406779;-81.66101694915254;-71.54237288135593;-65.77966101694915;-84.57627118644068;-66.58474576271186
417;-86.66666666666667;-87.62393162393163;-84.48717948717949;-84.42735042735043;-71.86324786324786;-69.31623931623932;-84.55555555555556;-65.35897435897436
418;-91.1588785046729;-84.21495327102804;-88.04672897196262;-81.37383177570094;-71.4392523364486;-62.654205607476634;-76.85981308411215;-62.91588785046729
419;-95.70967741935483;-81.89516129032258;-84.0241935483871;-86.12096774193549;-70.3225806451613;-60.67741935483871;-80.71774193548387;-62.16935483870968
420;-92.11570247933884;-87.0495867768595;-84.3305785123967;-89.24793388429752;-71.69421487603306;-66.0495867768595;-80.13223140495867;-61.049586776859506
421;-81.80172413793103;-84.07758620689656;-85.39655172413794;-86.78448275862068;-73.5;-63.19827586206897;-85.87068965517241;-67.49137931034483
422;-88.975;-81.31666666666666;-86.09166666666667;-75.86666666666666;-77.79166666666667;-62.916666666666664;-75.93333333333334;-67.20833333333333
423;-84.92063492063492;-77.86507936507937;-88.42063492063492;-73.76190476190476;-80.51587301587301;-70.63492063492063;-81.33333333333333;-61.023809523809526
424;-90.51968503937007;-83.4724409448819;-91.00787401574803;-77.5748031496063;-81.05511811023622;-72.41732283464567;-87.49606299212599;-57.574803149606296
425;-82.2;-77.59;-87.22;-72.22;-83.04;-66.59;-79.57;-63.88
426;-95.35537190082644;-82.40495867768595;-82.34710743801652;-75.58677685950413;-75.16528925619835;-65.98347107438016;-84.48760330578513;-68.30578512396694
427;-84.43478260869566;-82.29565217391304;-77.82608695652173;-77.56521739130434;-81.57391304347826;-66.50434782608696;-76.71304347826087;-65.98260869565217
428;-79.39285714285714;-79.29285714285714;-85.75;-79.47857142857143;-88.41428571428571;-68.44285714285714;-78.55714285714286;-64.95714285714286
429;-74.67619047619047;-88.98095238095237;-90.93333333333334;-73.47619047619048;-80.38095238095238;-66.23809523809524;-81.68571428571428;-62.6
430;-76.08849557522124;-83.3716814159292;-78.8141592920354;-76.02654867256638;-83.12389380530973;-70.38938053097345;-78.00884955752213;-64.49557522123894
431;-85.13934426229508;-87.15573770491804;-83.40983606557377;-83.45081967213115;-90.67213114754098;-75.25409836065573;-79.90983606557377;-64.54918032786885
432;-76.99180327868852;-86.28688524590164;-77.18852459016394;-77.85245901639344;-86.26229508196721;-75.12295081967213;-78.02459016393442;-67.3360655737705
433;-81.3225806451613;-91.41935483870968;-81.45967741935483;-73.0;-86.04838709677419;-82.83064516129032;-78.51612903225806;-63.07258064516129
434;-93.05504587155963;-85.08256880733946;-81.88990825688073;-83.44954128440367;-81.22018348623853;-76.81651376146789;-73.27522935779817;-63.28440366972477
435;-90.59130434782608;-92.49565217391304;-89.20869565217392;-81.13913043478261;-79.55652173913043;-74.57391304347826;-74.01739130434783;-63.53913043478261
436;-91.89166666666667;-86.8;-81.08333333333333;-81.99166666666666;-81.10833333333333;-74.69166666666666;-70.325;-64.6
437;-93.38888888888889;-91.18055555555556;-83.16666666666667;-79.86805555555556;-84.625;-74.38888888888889;-71.74305555555556;-63.59027777777778
438;-86.96256684491979;-84.1711229946524;-85.57754010695187;-85.08021390374331;-75.55080213903743;-63.42245989304813;-76.90374331550802;-70.99465240641712
439;-92.48672566371681;-90.0;-91.89380530973452;-89.4424778761062;-74.99115044247787;-66.32743362831859;-85.32743362831859;-66.23008849557522
440;-92.82608695652173;-89.89565217391305;-89.16521739130435;-82.61739130434782;-72.49565217391304;-65.76521739130435;-80.98260869565217;-67.62608695652175
441;-93.28461538461538;-92.26153846153846;-88.03076923076924;-88.76153846153846;-77.83076923076923;-68.38461538461539;-80.26153846153846;-66.53846153846153
442;-89.52678571428571;-82.29464285714286;-90.66071428571429;-83.32142857142857;-72.94642857142857;-66.70535714285714;-79.07142857142857;-63.419642857142854
443;-83.0672268907563;-91.10084033613445;-85.0672268907563;-91.26050420168067;-71.69747899159664;-68.01680672268908;-88.34453781512605;-59.252100840336134
444;-87.0;-93.29310344827586;-85.3103448275862;-83.14655172413794;-77.02586206896552;-73.40517241379311;-82.66379310344827;-63.66379310344828
445;-86.79508196721312;-85.28688524590164;-83.25409836065573;-79.06557377049181;-79.70491803278688;-70.22950819672131;-78.72950819672131;-67.12295081967213
446;-83.67543859649123;-84.02631578947368;-91.03508771929825;-77.16666666666667;-81.92105263157895;-70.2280701754386;-78.67543859649123;-70.21052631578948
447;-90.00869565217391;-85.95652173913044;-90.78260869565217;-82.56521739130434;-80.75652173913043;-68.59130434782608;-83.6608695652174;-64.8695652173913
448;-84.8125;-81.7109375;-91.8203125;-74.6640625;-77.4609375;-64.7578125;-80.2890625;-61.359375
449;-94.44736842105263;-76.51754385964912;-90.56140350877193;-84.10526315789474;-81.28070175438596;-64.04385964912281;-84.32456140350877;-61.12280701754386
450;-93.04878048780488;-83.73170731707317;-81.45528455284553;-80.73170731707317;-80.3821138211382;-66.7479674796748;-77.23577235772358;-65.72357723577235
451;-78.1025641025641;-75.80341880341881;-83.43589743589743;-79.2051282051282;-76.07692307692308;-69.03418803418803;-84.8974358974359;-69.6923076923077
452;-76.11607142857143;-81.74107142857143;-85.85714285714286;-72.67857142857143;-81.70535714285714;-70.58928571428571;-86.49107142857143;-68.90178571428571
453;-76.25210084033614;-84.08403361344538;-84.63025210084034;-72.28571428571429;-89.26050420168067;-74.22689075630252;-85.10084033613445;-67.01680672268908
454;-86.8780487804878;-81.39837398373983;-80.32520325203252;-81.36585365853658;-85.01626016260163;-78.47154471544715;-79.2439024390244;-67.39837398373983
455;-79.42201834862385;-93.24770642201835;-82.27522935779817;-74.19266055045871;-80.69724770642202;-76.33944954128441;-78.54128440366972;-65.64220183486239
456;-77.10619469026548;-94.05309734513274;-81.41592920353982;-74.19469026548673;-83.76991150442478;-73.53982300884955;-74.61946902654867;-65.07964601769912
457;-85.896;-88.976;-79.376;-74.728;-81.888;-72.216;-71.936;-67.336
458;-91.6046511627907;-86.89147286821705;-86.44961240310077;-90.2248062015504;-79.6046511627907;-74.24806201550388;-71.50387596899225;-64.44186046511628
459;-94.71929824561404;-85.3859649122807;-86.12280701754386;-78.41228070175438;-82.48245614035088;-71.56140350877193;-71.6140350877193;-64.97368421052632
460;-94.56363636363636;-86.60909090909091;-91.66363636363636;-83.7;-79.30909090909091;-72.94545454545455;-69.2909090909091;-64.6
461;-91.6625;-89.1125;-80.15;-87.7;-73.05;-64.3625;-76.7625;-69.3375
462;-87.125;-91.19166666666666;-87.3;-80.775;-77.90833333333333;-64.54166666666667;-79.09166666666667;-66.39166666666667
463;-93.184;-88.776;-88.16;-85.992;-71.752;-63.688;-82.504;-69.144
464;-89.5925925925926;-79.87037037037037;-85.75925925925925;-86.81481481481481;-70.30555555555556;-65.25925925925925;-77.31481481481481;-65.18518518518519
465;-89.56410256410257;-88.62393162393163;-88.92307692307692;-88.88888888888889;-83.07692307692308;-65.46153846153847;-83.56410256410257;-61.41025641025641
466;-84.3671875;-84.6484375;-83.0390625;-79.3203125;-75.21875;-69.265625;-82.9609375;-58.9375
467;-94.33898305084746;-83.5;-79.0;-78.09322033898304;-79.82203389830508;-73.3135593220339;-79.33898305084746;-59.03389830508475
468;-87.2072072072072;-86.90990990990991;-88.07207207207207;-76.17117117117117;-80.28828828828829;-70.34234234234235;-81.13513513513513;-59.2972972972973
469;-85.16806722689076;-81.21848739495799;-85.30252100840336;-80.5126050420168;-80.78991596638656;-70.31932773109244;-80.9327731092437;-68.87394957983193
470;-93.74380165289256;-84.65289256198348;-83.51239669421487;-81.36363636363636;-79.26446280991736;-67.33884297520662;-74.97520661157024;-69.65289256198348
471;-84.73983739837398;-80.0569105691057;-86.04878048780488;-78.69918699186992;-78.10569105691057;-67.16260162601625;-82.3089430894309;-67.69918699186992
472;-91.94827586206897;-75.5603448275862;-84.62068965517241;-74.51724137931035;-86.40517241379311;-66.82758620689656;-78.18103448275862;-66.27586206896552
473;-93.80833333333334;-79.79166666666667;-79.425;-80.925;-81.35833333333333;-70.425;-77.74166666666666;-64.23333333333333
474;-76.704;-84.472;-82.592;-79.464;-81.28;-71.32;-81.216;-65.096
475;-76.03333333333333;-80.19166666666666;-86.65;-72.34166666666667;-80.3;-82.65833333333333;-76.54166666666667;-63.766666666666666
476;-75.10344827586206;-86.40517241379311;-88.36206896551724;-73.62068965517241;-84.70689655172414;-73.57758620689656;-77.26724137931035;-66.58620689655173
477;-78.3963963963964;-85.58558558558559;-81.25225225225225;-79.27027027027027;-90.36936936936937;-76.78378378378379;-83.1891891891892;-67.1981981981982
478;-92.73451327433628;-83.07964601769912;-82.08849557522124;-78.8141592920354;-83.21238938053098;-73.33628318584071;-78.63716814159292;-65.929203539823
479;-80.16935483870968;-86.84677419354838;-83.45967741935483;-88.95161290322581;-81.33870967741936;-74.2258064516129;-77.1774193548387;-69.46774193548387
480;-79.80341880341881;-89.23931623931624;-82.21367521367522;-74.42735042735043;-87.17948717948718;-75.82051282051282;-74.97435897435898;-70.22222222222223
481;-89.86713286713287;-82.63636363636364;-75.7972027972028;-80.35664335664336;-84.15384615384616;-70.84615384615384;-73.54545454545455;-65.02097902097903
482;-93.33628318584071;-85.49557522123894;-87.61061946902655;-90.45132743362832;-79.75221238938053;-72.86725663716814;-75.36283185840708;-66.69911504424779
483;-93.12389380530973;-93.23893805309734;-85.12389380530973;-81.76106194690266;-80.34513274336283;-73.1858407079646;-71.34513274336283;-62.86725663716814
